GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,1022500023,158,1642773,Kariata Diaby,1611661323,Connecticut Sun,2,7,3,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-5,18,1,1,20250525,ATL,CON
Shot Chart Detail,1022500023,463,1642773,Kariata Diaby,1611661323,Connecticut Sun,4,6,29,Missed Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,4,54,1,0,20250525,ATL,CON
Shot Chart Detail,1022500041,399,1642773,Kariata Diaby,1611661323,Connecticut Sun,4,8,50,Missed Shot,Cutting Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,38,30,1,0,20250601,NYL,CON
Shot Chart Detail,1022500050,419,1642773,Kariata Diaby,1611661323,Connecticut Sun,4,9,18,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,-27,186,1,1,20250606,CON,ATL
Shot Chart Detail,1022500050,431,1642773,Kariata Diaby,1611661323,Connecticut Sun,4,7,36,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-12,13,1,0,20250606,CON,ATL
Shot Chart Detail,1022500068,204,1642773,Kariata Diaby,1611661323,Connecticut Sun,2,3,26,Made Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,39,13,1,1,20250615,CON,CHI
Shot Chart Detail,1022500068,210,1642773,Kariata Diaby,1611661323,Connecticut Sun,2,2,35,Missed Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,32,7,1,0,20250615,CON,CHI
Shot Chart Detail,1022500071,480,1642773,Kariata Diaby,1611661323,Connecticut Sun,4,7,3,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-1,14,1,0,20250617,IND,CON
Shot Chart Detail,1022500077,213,1642773,Kariata Diaby,1611661323,Connecticut Sun,2,6,43,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-3,14,1,0,20250618,CON,PHX
Shot Chart Detail,1022500077,297,1642773,Kariata Diaby,1611661323,Connecticut Sun,2,0,49,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,16,199,1,0,20250618,CON,PHX
Shot Chart Detail,1022500077,303,1642773,Kariata Diaby,1611661323,Connecticut Sun,2,0,14,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,6,1,1,20250618,CON,PHX
Shot Chart Detail,1022500038,399,1642774,Murjanatu Musa,1611661317,Phoenix Mercury,3,3,0,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-5,20,1,0,20250530,PHX,MIN
Shot Chart Detail,1022500038,401,1642774,Murjanatu Musa,1611661317,Phoenix Mercury,3,2,58,Missed Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-13,5,1,0,20250530,PHX,MIN
Shot Chart Detail,1022500038,409,1642774,Murjanatu Musa,1611661317,Phoenix Mercury,3,2,35,Missed Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-10,25,1,0,20250530,PHX,MIN
Shot Chart Detail,1022500042,100,1642774,Murjanatu Musa,1611661317,Phoenix Mercury,1,2,40,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,22,106,195,1,0,20250601,LAS,PHX
Shot Chart Detail,1022500046,113,1642774,Murjanatu Musa,1611661317,Phoenix Mercury,1,0,4,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,-66,119,1,0,20250603,MIN,PHX
Shot Chart Detail,1022500046,315,1642774,Murjanatu Musa,1611661317,Phoenix Mercury,3,4,52,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,4,112,1,0,20250603,MIN,PHX
Shot Chart Detail,1022500046,319,1642774,Murjanatu Musa,1611661317,Phoenix Mercury,3,4,24,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,24,9,1,1,20250603,MIN,PHX
Shot Chart Detail,1022500046,455,1642774,Murjanatu Musa,1611661317,Phoenix Mercury,4,5,3,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side(L),16-24 ft.,22,-203,88,1,0,20250603,MIN,PHX
Shot Chart Detail,1022500046,470,1642774,Murjanatu Musa,1611661317,Phoenix Mercury,4,4,29,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,-33,97,1,0,20250603,MIN,PHX
Shot Chart Detail,1022500046,482,1642774,Murjanatu Musa,1611661317,Phoenix Mercury,4,3,45,Missed Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-34,15,1,0,20250603,MIN,PHX
Shot Chart Detail,1022500049,130,1642774,Murjanatu Musa,1611661317,Phoenix Mercury,1,0,50,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,11,21,1,0,20250605,PHX,GSV
Shot Chart Detail,1022500049,181,1642774,Murjanatu Musa,1611661317,Phoenix Mercury,2,7,35,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,50,53,1,1,20250605,PHX,GSV
Shot Chart Detail,1022500049,398,1642774,Murjanatu Musa,1611661317,Phoenix Mercury,3,2,54,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,5,8,1,1,20250605,PHX,GSV
Shot Chart Detail,1022500049,412,1642774,Murjanatu Musa,1611661317,Phoenix Mercury,3,1,23,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-15,27,1,1,20250605,PHX,GSV
Shot Chart Detail,1022500049,421,1642774,Murjanatu Musa,1611661317,Phoenix Mercury,3,0,48,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,10,92,1,0,20250605,PHX,GSV
Shot Chart Detail,1022500049,467,1642774,Murjanatu Musa,1611661317,Phoenix Mercury,4,7,25,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,7,71,1,1,20250605,PHX,GSV
Shot Chart Detail,1022500054,138,1642774,Murjanatu Musa,1611661317,Phoenix Mercury,2,9,15,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,157,16,1,0,20250607,PHX,SEA
Shot Chart Detail,1022500054,146,1642774,Murjanatu Musa,1611661317,Phoenix Mercury,2,8,2,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,16,1,1,20250607,PHX,SEA
Shot Chart Detail,1022500054,236,1642774,Murjanatu Musa,1611661317,Phoenix Mercury,2,2,49,Made Shot,Step Back Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,61,114,1,1,20250607,PHX,SEA
Shot Chart Detail,1022500054,433,1642774,Murjanatu Musa,1611661317,Phoenix Mercury,4,8,26,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,2,20,1,1,20250607,PHX,SEA
Shot Chart Detail,1022500061,87,1642774,Murjanatu Musa,1611661317,Phoenix Mercury,1,2,48,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,18,98,1,0,20250611,PHX,DAL
Shot Chart Detail,1022500061,262,1642774,Murjanatu Musa,1611661317,Phoenix Mercury,2,1,35,Missed Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-16,15,1,0,20250611,PHX,DAL
Shot Chart Detail,1022500061,352,1642774,Murjanatu Musa,1611661317,Phoenix Mercury,3,5,44,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),16-24 ft.,23,181,152,1,1,20250611,PHX,DAL
Shot Chart Detail,1022500061,373,1642774,Murjanatu Musa,1611661317,Phoenix Mercury,3,3,28,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,155,27,1,1,20250611,PHX,DAL
Shot Chart Detail,1022500061,389,1642774,Murjanatu Musa,1611661317,Phoenix Mercury,3,3,6,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-10,2,1,1,20250611,PHX,DAL
Shot Chart Detail,1022500061,409,1642774,Murjanatu Musa,1611661317,Phoenix Mercury,3,1,28,Missed Shot,Cutting Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,38,32,1,0,20250611,PHX,DAL
Shot Chart Detail,1022500070,170,1642774,Murjanatu Musa,1611661317,Phoenix Mercury,2,8,46,Missed Shot,Putback Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-64,37,1,0,20250615,LVA,PHX
Shot Chart Detail,1022500077,121,1642774,Murjanatu Musa,1611661317,Phoenix Mercury,1,2,33,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-4,10,1,1,20250618,CON,PHX
Shot Chart Detail,1022500077,126,1642774,Murjanatu Musa,1611661317,Phoenix Mercury,1,2,9,Missed Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,11,62,102,1,0,20250618,CON,PHX
Shot Chart Detail,1022500077,305,1642774,Murjanatu Musa,1611661317,Phoenix Mercury,2,0,0,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-1,34,1,1,20250618,CON,PHX
Shot Chart Detail,1022500077,440,1642774,Murjanatu Musa,1611661317,Phoenix Mercury,3,0,1,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,8,8,1,0,20250618,CON,PHX
Shot Chart Detail,1022500078,117,1642774,Murjanatu Musa,1611661317,Phoenix Mercury,1,1,54,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,37,42,1,0,20250619,NYL,PHX
Shot Chart Detail,1022500083,197,1642774,Murjanatu Musa,1611661317,Phoenix Mercury,2,7,7,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-126,41,1,1,20250621,CHI,PHX
Shot Chart Detail,1022500083,569,1642774,Murjanatu Musa,1611661317,Phoenix Mercury,4,1,51,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,56,112,1,1,20250621,CHI,PHX
Shot Chart Detail,1022500101,551,1642774,Murjanatu Musa,1611661317,Phoenix Mercury,4,2,8,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-2,23,1,1,20250627,PHX,NYL
Shot Chart Detail,1022500006,162,1642777,Monique Akoa Makani,1611661317,Phoenix Mercury,2,9,10,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,181,160,1,0,20250517,PHX,SEA
Shot Chart Detail,1022500006,257,1642777,Monique Akoa Makani,1611661317,Phoenix Mercury,2,3,34,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,226,6,1,0,20250517,PHX,SEA
Shot Chart Detail,1022500006,521,1642777,Monique Akoa Makani,1611661317,Phoenix Mercury,4,4,57,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,43,28,1,1,20250517,PHX,SEA
Shot Chart Detail,1022500014,23,1642777,Monique Akoa Makani,1611661317,Phoenix Mercury,1,7,59,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,49,10,1,0,20250521,PHX,LAS
Shot Chart Detail,1022500014,27,1642777,Monique Akoa Makani,1611661317,Phoenix Mercury,1,7,37,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-194,160,1,1,20250521,PHX,LAS
Shot Chart Detail,1022500014,143,1642777,Monique Akoa Makani,1611661317,Phoenix Mercury,2,8,17,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,18,174,52,1,1,20250521,PHX,LAS
Shot Chart Detail,1022500014,195,1642777,Monique Akoa Makani,1611661317,Phoenix Mercury,2,5,12,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-197,158,1,0,20250521,PHX,LAS
Shot Chart Detail,1022500014,215,1642777,Monique Akoa Makani,1611661317,Phoenix Mercury,2,3,21,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-152,203,1,1,20250521,PHX,LAS
Shot Chart Detail,1022500014,309,1642777,Monique Akoa Makani,1611661317,Phoenix Mercury,3,9,28,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,223,109,1,0,20250521,PHX,LAS
Shot Chart Detail,1022500014,331,1642777,Monique Akoa Makani,1611661317,Phoenix Mercury,3,7,18,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-241,-8,1,1,20250521,PHX,LAS
Shot Chart Detail,1022500014,577,1642777,Monique Akoa Makani,1611661317,Phoenix Mercury,4,1,12,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-232,17,1,0,20250521,PHX,LAS
Shot Chart Detail,1022500020,124,1642777,Monique Akoa Makani,1611661317,Phoenix Mercury,1,1,2,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,13,36,1,1,20250523,SEA,PHX
Shot Chart Detail,1022500020,165,1642777,Monique Akoa Makani,1611661317,Phoenix Mercury,2,8,13,Missed Shot,Running Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-238,8,1,0,20250523,SEA,PHX
Shot Chart Detail,1022500020,300,1642777,Monique Akoa Makani,1611661317,Phoenix Mercury,3,6,59,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),16-24 ft.,22,-169,149,1,1,20250523,SEA,PHX
Shot Chart Detail,1022500020,435,1642777,Monique Akoa Makani,1611661317,Phoenix Mercury,4,7,57,Missed Shot,Cutting Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-38,18,1,0,20250523,SEA,PHX
Shot Chart Detail,1022500020,480,1642777,Monique Akoa Makani,1611661317,Phoenix Mercury,4,5,52,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-7,5,1,1,20250523,SEA,PHX
Shot Chart Detail,1022500020,484,1642777,Monique Akoa Makani,1611661317,Phoenix Mercury,4,5,14,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),16-24 ft.,23,48,226,1,1,20250523,SEA,PHX
Shot Chart Detail,1022500020,489,1642777,Monique Akoa Makani,1611661317,Phoenix Mercury,4,4,48,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Right Side(R),16-24 ft.,23,195,128,1,1,20250523,SEA,PHX
Shot Chart Detail,1022500020,507,1642777,Monique Akoa Makani,1611661317,Phoenix Mercury,4,2,45,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,-30,184,1,0,20250523,SEA,PHX
Shot Chart Detail,1022500020,511,1642777,Monique Akoa Makani,1611661317,Phoenix Mercury,4,2,13,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,28,16,1,0,20250523,SEA,PHX
Shot Chart Detail,1022500025,14,1642777,Monique Akoa Makani,1611661317,Phoenix Mercury,1,8,35,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,167,194,1,0,20250525,PHX,WAS
Shot Chart Detail,1022500025,18,1642777,Monique Akoa Makani,1611661317,Phoenix Mercury,1,7,47,Missed Shot,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,9,60,73,1,0,20250525,PHX,WAS
Shot Chart Detail,1022500025,28,1642777,Monique Akoa Makani,1611661317,Phoenix Mercury,1,6,38,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,76,249,1,0,20250525,PHX,WAS
Shot Chart Detail,1022500025,44,1642777,Monique Akoa Makani,1611661317,Phoenix Mercury,1,7,10,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,200,152,1,1,20250525,PHX,WAS
Shot Chart Detail,1022500025,167,1642777,Monique Akoa Makani,1611661317,Phoenix Mercury,2,6,42,Made Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,40,65,1,1,20250525,PHX,WAS
Shot Chart Detail,1022500025,194,1642777,Monique Akoa Makani,1611661317,Phoenix Mercury,2,5,26,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side(L),24+ ft.,24,-236,48,1,1,20250525,PHX,WAS
Shot Chart Detail,1022500025,609,1642777,Monique Akoa Makani,1611661317,Phoenix Mercury,4,1,11,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,149,197,1,1,20250525,PHX,WAS
Shot Chart Detail,1022500025,613,1642777,Monique Akoa Makani,1611661317,Phoenix Mercury,4,0,48,Missed Shot,Running Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-229,-21,1,0,20250525,PHX,WAS
Shot Chart Detail,1022500031,177,1642777,Monique Akoa Makani,1611661317,Phoenix Mercury,2,7,51,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-133,212,1,0,20250527,PHX,CHI
Shot Chart Detail,1022500031,349,1642777,Monique Akoa Makani,1611661317,Phoenix Mercury,3,7,59,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,28,186,1,0,20250527,PHX,CHI
Shot Chart Detail,1022500031,381,1642777,Monique Akoa Makani,1611661317,Phoenix Mercury,3,5,43,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-21,84,1,0,20250527,PHX,CHI
Shot Chart Detail,1022500031,383,1642777,Monique Akoa Makani,1611661317,Phoenix Mercury,3,5,41,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,-11,100,1,1,20250527,PHX,CHI
Shot Chart Detail,1022500031,533,1642777,Monique Akoa Makani,1611661317,Phoenix Mercury,4,6,25,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-204,129,1,1,20250527,PHX,CHI
Shot Chart Detail,1022500031,552,1642777,Monique Akoa Makani,1611661317,Phoenix Mercury,4,4,47,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,31,57,305,1,0,20250527,PHX,CHI
Shot Chart Detail,1022500031,574,1642777,Monique Akoa Makani,1611661317,Phoenix Mercury,4,3,25,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-226,-2,1,1,20250527,PHX,CHI
Shot Chart Detail,1022500031,583,1642777,Monique Akoa Makani,1611661317,Phoenix Mercury,4,2,35,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,171,172,1,1,20250527,PHX,CHI
Shot Chart Detail,1022500038,167,1642777,Monique Akoa Makani,1611661317,Phoenix Mercury,2,8,33,Missed Shot,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,43,14,1,0,20250530,PHX,MIN
Shot Chart Detail,1022500038,181,1642777,Monique Akoa Makani,1611661317,Phoenix Mercury,2,7,22,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,23,-201,130,1,0,20250530,PHX,MIN
Shot Chart Detail,1022500038,203,1642777,Monique Akoa Makani,1611661317,Phoenix Mercury,2,6,0,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-233,-9,1,1,20250530,PHX,MIN
Shot Chart Detail,1022500038,207,1642777,Monique Akoa Makani,1611661317,Phoenix Mercury,2,5,33,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,145,197,1,0,20250530,PHX,MIN
Shot Chart Detail,1022500038,323,1642777,Monique Akoa Makani,1611661317,Phoenix Mercury,3,9,13,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-15,12,1,0,20250530,PHX,MIN
Shot Chart Detail,1022500038,496,1642777,Monique Akoa Makani,1611661317,Phoenix Mercury,4,6,30,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-6,15,1,0,20250530,PHX,MIN
Shot Chart Detail,1022500038,516,1642777,Monique Akoa Makani,1611661317,Phoenix Mercury,4,5,1,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,1,29,1,0,20250530,PHX,MIN
Shot Chart Detail,1022500038,539,1642777,Monique Akoa Makani,1611661317,Phoenix Mercury,4,2,35,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-158,190,1,0,20250530,PHX,MIN
Shot Chart Detail,1022500038,557,1642777,Monique Akoa Makani,1611661317,Phoenix Mercury,4,1,19,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,146,199,1,0,20250530,PHX,MIN
Shot Chart Detail,1022500038,559,1642777,Monique Akoa Makani,1611661317,Phoenix Mercury,4,1,11,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,17,167,1,1,20250530,PHX,MIN
Shot Chart Detail,1022500042,36,1642777,Monique Akoa Makani,1611661317,Phoenix Mercury,1,7,28,Missed Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,23,-209,117,1,0,20250601,LAS,PHX
Shot Chart Detail,1022500042,171,1642777,Monique Akoa Makani,1611661317,Phoenix Mercury,2,8,3,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,228,17,1,0,20250601,LAS,PHX
Shot Chart Detail,1022500042,320,1642777,Monique Akoa Makani,1611661317,Phoenix Mercury,3,9,7,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-224,0,1,1,20250601,LAS,PHX
Shot Chart Detail,1022500042,538,1642777,Monique Akoa Makani,1611661317,Phoenix Mercury,4,4,32,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,10,-54,92,1,1,20250601,LAS,PHX
Shot Chart Detail,1022500042,555,1642777,Monique Akoa Makani,1611661317,Phoenix Mercury,4,2,36,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),16-24 ft.,23,-169,163,1,1,20250601,LAS,PHX
Shot Chart Detail,1022500046,241,1642777,Monique Akoa Makani,1611661317,Phoenix Mercury,2,0,11,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-129,136,1,1,20250603,MIN,PHX
Shot Chart Detail,1022500046,254,1642777,Monique Akoa Makani,1611661317,Phoenix Mercury,3,9,52,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,10,1,1,20250603,MIN,PHX
Shot Chart Detail,1022500046,266,1642777,Monique Akoa Makani,1611661317,Phoenix Mercury,3,8,11,Missed Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side(L),24+ ft.,22,-222,59,1,0,20250603,MIN,PHX
Shot Chart Detail,1022500046,280,1642777,Monique Akoa Makani,1611661317,Phoenix Mercury,3,7,0,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,20,31,207,1,0,20250603,MIN,PHX
Shot Chart Detail,1022500049,29,1642777,Monique Akoa Makani,1611661317,Phoenix Mercury,1,8,11,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,94,142,1,0,20250605,PHX,GSV
Shot Chart Detail,1022500049,36,1642777,Monique Akoa Makani,1611661317,Phoenix Mercury,1,7,43,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-193,161,1,0,20250605,PHX,GSV
Shot Chart Detail,1022500049,214,1642777,Monique Akoa Makani,1611661317,Phoenix Mercury,2,4,47,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-110,119,1,1,20250605,PHX,GSV
Shot Chart Detail,1022500054,31,1642777,Monique Akoa Makani,1611661317,Phoenix Mercury,1,8,5,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-5,38,1,1,20250607,PHX,SEA
Shot Chart Detail,1022500054,179,1642777,Monique Akoa Makani,1611661317,Phoenix Mercury,2,6,49,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,15,12,1,1,20250607,PHX,SEA
Shot Chart Detail,1022500054,457,1642777,Monique Akoa Makani,1611661317,Phoenix Mercury,4,6,57,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,32,12,1,0,20250607,PHX,SEA
Shot Chart Detail,1022500054,505,1642777,Monique Akoa Makani,1611661317,Phoenix Mercury,4,3,38,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side(R),24+ ft.,24,235,74,1,0,20250607,PHX,SEA
Shot Chart Detail,1022500061,24,1642777,Monique Akoa Makani,1611661317,Phoenix Mercury,1,8,17,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-140,203,1,1,20250611,PHX,DAL
Shot Chart Detail,1022500061,42,1642777,Monique Akoa Makani,1611661317,Phoenix Mercury,1,6,24,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,14,68,129,1,0,20250611,PHX,DAL
Shot Chart Detail,1022500061,245,1642777,Monique Akoa Makani,1611661317,Phoenix Mercury,2,2,58,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,121,208,1,1,20250611,PHX,DAL
